,ItemDesignId,ItemDesignName,ItemDesignKey,ItemDesignDescription,ImageSpriteId,LogoSpriteId,ItemSpace,ItemType,GasCost,MineralCost,Rank,MinRoomLevel,BuildTime,RootItemDesignId,ItemSubType,EnhancementType,EnhancementValue,MarketPrice,DropChance,Ingredients,Rarity,ModuleType,ModuleArgument,Flags,FairPrice,MinShipLevel,ManufactureCost,ItemDesignNameEN,Content,RaceId,RequiredResearchDesignId,ParentItemDesignId,CraftDesignId,MissileDesignId,CharacterPartId,ActiveAnimationId,AnimationId,BorderSpriteId,SoundFileId,CharacterDesignId,TrainingDesignId,RoomDesignId,ParticleSpriteId
219,224,Female Mech Wing,FemaleMechWing,Factory component for a female synth.,5512,5512,1,Equipment,10,0,1,0,10,224,Artifact,None,0,0,0,,Special,None,0,0,0,0,gas:10,Female Mech Wing,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,225,Pressure Sprinkler,Pressure Sprinkler,Water gushes out of this thing -_-,5590,5590,1,Equipment,0,0,1,0,0,225,Module,FireResistance,60,155,1,168x5,Elite,WaterSprinkler,60,511,701,0,,Pressure Sprinkler,,0,0,0,0,0,0,207,0,5591,0,0,0,0,0
221,226,Foaming Sprinkler,Foaming Sprinkler,Foam gushes out of this thing -_-,5593,5593,1,Equipment,0,0,1,0,0,226,Module,FireResistance,70,409,1,225x6,Unique,WaterSprinkler,70,511,2176,0,,Foaming Sprinkler,,0,0,0,0,0,0,207,0,5594,0,0,0,0,0
222,227,Pneumatic Sprinkler,Pneumatic Sprinkler,Uses de-pressurisation and chemical compounds to dampen flames.,5596,5596,1,Equipment,0,0,1,0,0,227,Module,FireResistance,80,1567,1,226x7,Epic,WaterSprinkler,80,511,8425,0,,Pneumatic Sprinkler,,0,0,0,0,0,0,207,0,5597,0,0,0,0,0
223,228,Phone,Phone,Still popular in space. Good for taking selfies; also improves your special ability.,5735,5735,1,Equipment,10,0,1,1,10,228,EquipmentWeapon,Ability,7,25,0,103x5|105x1,Common,None,0,1087,187,0,gas:10,Phone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,229,Phone Extra Regular,Phone Extra Regular,It's a new phone! with a cheap plastic back. but it's still good cause it's new.,5737,5737,1,Equipment,10,0,1,1,10,229,EquipmentWeapon,Ability,10,45,0,228x4|105x6,Elite,None,0,1087,491,0,gas:10,Phone Extra Regular,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,230,Extra Small Phone,Extra Small Phone,"Because it's called extra small it costs a fortune, but it has a glass metal finish!",5738,5738,1,Equipment,10,0,1,1,10,230,EquipmentWeapon,Ability,15,146,0,229x5|101x10,Unique,None,0,1087,1266,0,gas:10,Extra Small Phone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,231,Extra Small Phone Max,Extra Small Phone Max,It's super expensive extra small phone but it's super big so everyone will see how rich you are.,5710,5710,1,Equipment,10,0,1,1,10,231,EquipmentWeapon,Ability,18,773,0,230x6|105x20,Epic,None,0,1087,4165,0,gas:10,Extra Small Phone Max,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,232,HandyBot 2000,HandyBot 2000,A hovering repair robot to assist you when needed!,5733,6751,1,Equipment,10,0,1,1,10,232,EquipmentAccessory,Repair,0.3,39,0,103x6|105x1,Common,None,0,1087,224,0,gas:10,HandyBot 2000,,0,0,0,0,0,424,0,208,0,0,0,0,0,0
228,233,Dolores DIY Kit,Dolores DIY Kit,"A cute synth, with body missing.",5675,5675,1,Equipment,0,10,1,0,10,233,Consumable,None,0,0,0,220x1|221x1|222x2|223x2,Unique,None,0,64,2463,0,,Dolores DIY Kit,,0,0,0,0,0,0,0,0,0,0,190,0,0,0
229,234,HandyBot 3000,HandyBot 3000,It's model number is 1000 higher than the previous model. So you know it must be better.,6773,6771,1,Equipment,10,0,1,1,10,234,EquipmentAccessory,Repair,0.5,73,0,232x3|101x4,Elite,None,0,1087,425,0,gas:10,HandyBot 3000,,0,0,0,0,0,424,0,1210,0,0,0,0,0,0
230,235,HandyBot 3500,HandyBot 3500,It's amazing with further 500 model number increase than the outgoing model! You know it's better!,6775,6772,1,Equipment,10,0,1,1,10,235,EquipmentAccessory,Repair,0.6,239,0,234x4|104x6,Unique,None,0,1087,955,0,gas:10,HandyBot 3500,,0,0,0,0,0,424,0,1211,0,0,0,0,0,0
231,236,Scourge Swarm,Scourge Swarm,A Scourge Swarm from The Pillaging Scourge.,6768,6770,1,Equipment,10,0,1,1,10,236,EquipmentAccessory,Attack,0.6,2136,0,,Special,None,0,1025,2133,0,gas:10,Scourge Swarm,,0,0,0,0,0,0,0,1213,0,0,0,0,0,0
232,237,Dark Matter Heroes Sticker,Dark Matter Heroes Sticker,Dark Matter Heroes Sticker,7169,7141,1,Equipment,10,0,1,0,10,237,Sticker,None,0,0,0,,Unique,None,0,127,0,0,gas:10,Dark Matter Heroes Sticker,,0,108,0,0,0,0,0,0,0,0,0,0,0,0
233,238,Pillaging Scourge Sticker,Pillaging Scourge Sticker,A Limited Edition Pillaging Scourge Sticker,7171,7172,1,Equipment,10,0,1,0,10,238,Sticker,None,0,67,0,,Unique,None,0,127,67,0,gas:10,Pillaging Scourge Sticker,,0,108,0,0,0,0,0,0,0,0,0,0,0,0
234,239,Doge Run Sticker,Doge Run Sticker,Doge Run Sticker,7170,7173,1,Equipment,10,0,1,0,10,239,Sticker,None,0,15,0,,Unique,None,0,127,15,0,gas:10,Doge Run Sticker,,0,108,0,0,0,0,0,0,0,0,0,0,0,0
235,240,Doge Awesome Sticker,Doge Awesome Sticker,Limited Edition Awesome Doge Sticker,7212,7211,1,Equipment,10,0,1,0,10,240,Sticker,None,0,29,0,,Unique,None,0,127,30,0,gas:10,Doge Awesome Sticker,,0,108,0,0,0,0,0,0,0,0,0,0,0,0
236,241,Super Mineral Crate,Super Mineral Crate,300K stockpile of minerals. Also convertible to 3K supply boxes.,4614,4614,1,Equipment,0,35000,1,0,0,241,MineralPack,None,300000,471,5,83x10,Unique,None,0,383,1095,0,mineral:35000,Super Mineral Crate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,242,Super Gas Crate,Super Gas Crate,300K stockpile of gas. Also convertible to 3K supply boxes.,4615,4615,1,Equipment,35000,0,1,0,0,242,GasPack,None,300000,248,5,86x10,Epic,None,0,383,499,0,gas:35000,Super Gas Crate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,243,Mini Droid I,Mini Droid I,A small robot designed to do everything. Unfortunately it's great at nothing.,7429,7342,1,Android,0,90,1,1,90,243,None,None,0,0,0,,Common,None,0,0,0,0,mineral:90,Mini Droid I,,0,135,0,0,0,0,0,0,0,0,200,0,0,0
239,244,Mini Droid II,Mini Droid II,A small robot designed to do everything. Unfortunately it's great at nothing.,7429,7342,1,Android,0,110,1,1,90,243,None,None,0,0,0,,Common,None,0,0,0,0,mineral:110,Mini Droid II,,0,136,243,0,0,0,0,0,0,0,201,0,0,0
240,245,Mini Droid III,Mini Droid III,A small robot designed to do everything. Unfortunately it's great at nothing.,7429,7342,1,Android,0,130,1,1,90,243,None,None,0,0,0,,Common,None,0,0,0,0,mineral:130,Mini Droid III,,0,137,244,0,0,0,0,0,0,0,214,0,0,0
241,246,Dark Matter Helmet,Dark Matter Helmet,"A low key, yet super advanced helmet made from rare dark matter.",7432,7459,1,Equipment,10000,0,1,1,10,246,EquipmentHead,Hp,3,2869,0,114x3|106x3,Hero,None,0,1025,14870,0,gas:10000,Dark Matter Helmet,,0,0,0,0,0,682,0,0,0,0,0,0,0,0
242,247,Christmas Stocking,Christmas Stocking,Find something useful (but most likely useless) in this nice xmas stocking!,7437,7437,1,Equipment,0,10000,1,0,0,247,InstantPrize,None,5,349,0,,Elite,None,0,638,349,0,mineral:10000,Christmas Stocking,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,248,Small Christmas Gift,Small Christmas Gift,"Oh look! A nice box, wonder what's inside?",7438,7438,1,Equipment,0,10000,1,0,0,248,InstantPrize,None,10,165,0,,Unique,None,0,638,165,0,mineral:10000,Small Christmas Gift,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,249,Large Christmas Gift,Large Christmas Gift,It's a large christmas gift box! So you'd expect bigger prizes than a small box. But who knows..,7439,7439,1,Equipment,0,10000,1,0,0,249,InstantPrize,None,25,500,0,248x4,Epic,None,0,638,580,0,mineral:10000,Large Christmas Gift,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,250,Xmas Pistol,Xmas Pistol,A strange weapon based on a popular loudspeaker design. ,7668,7675,1,Equipment,10,0,1,1,10,250,EquipmentWeapon,Attack,0.5,149,0,,Unique,None,0,1071,149,0,gas:10,Xmas Pistol,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,251,Screwdriver,Screwdriver,Used to screw screws. Has a nice plastic handle and a hardened tip.,7669,7672,1,Equipment,10,0,1,1,10,251,EquipmentWeapon,Repair,0.2,65,1,103x4,Common,None,0,1087,157,0,gas:10,Screwdriver,,0,0,0,0,0,0,0,168,0,1821,0,0,0,0
247,252,UScrew,UScrew,The humble screwdriver has been improved by taking bits out of the handle.,7670,7673,1,Equipment,10,0,1,1,10,252,EquipmentWeapon,Repair,0.4,40,0,251x3|103x6,Elite,None,0,1087,441,0,gas:10,UScrew,,0,0,0,0,0,0,0,168,0,1821,0,0,0,0
248,253,UScrew Wand 3000,UScrew Wand 3000,U Screw Corporation has contrapulated the Screwdriver into a Laser Gun.,7671,7674,1,Equipment,10,0,1,1,10,253,EquipmentWeapon,Attack,0.5,82,0,252x4|104x7,Unique,None,0,1087,1002,0,gas:10,UScrew Wand 3000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,254,Santa Sticker,Santa Sticker,It's your chubby uncle Santa! Hohoho.,7641,7632,1,Equipment,10,0,1,0,10,254,Sticker,None,0,9,0,,Unique,None,0,127,9,0,gas:10,Santa Sticker,,0,108,0,0,0,0,0,0,0,0,0,0,0,0
250,255,Candy Sticker,Candy Sticker,A Crappy Candy Sticker.,7639,7633,1,Equipment,10,0,1,0,10,255,Sticker,None,0,15,0,,Unique,None,0,127,15,0,gas:10,Candy Sticker,,0,108,0,0,0,0,0,0,0,0,0,0,0,0
251,256,Reindeer Sticker,Reindeer Sticker,Reindeer is a bit angry cause her nose turned red.,7640,7631,1,Equipment,10,0,1,0,10,256,Sticker,None,0,15,0,,Unique,None,0,127,15,0,gas:10,Reindeer Sticker,,0,108,0,0,0,0,0,0,0,0,0,0,0,0
252,257,Shooting Star Sticker,Shooting Star Sticker,It's a beautiful shooting star!,7638,7630,1,Equipment,10,0,1,0,10,257,Sticker,None,0,27,0,,Unique,None,0,127,27,0,gas:10,Shooting Star Sticker,,0,108,0,0,0,0,0,0,0,0,0,0,0,0
253,258,DMR Mark II,DMR Mark II,A modified high tech assault rifle powered by dark matter.,7615,7615,1,Equipment,10,0,1,1,10,258,EquipmentWeapon,Attack,0.7,1709,0,183x4,Hero,None,0,1025,14543,0,gas:10,DMR Mark II,,0,0,0,0,0,0,161,161,0,0,0,0,0,0
254,259,Red Parth Dunk Helmet,Red Parth Dunk Helmet,Someone spilled a pint of gas on a Part Dunk Helmet. Which made it better...,7714,7718,1,Equipment,0,500,1,1,10,259,EquipmentHead,Pilot,6,795,0,193x4|2x1,Unique,None,0,1087,1969,0,mineral:500,Red Parth Dunk Helmet,,0,0,0,0,0,727,0,0,0,0,0,0,0,0
255,260,Sports Idol Helmet,Sports Idol Helmet,Worn by a favourite sports idol. Now found occassionally on Gbay.,7697,7697,1,Equipment,10,0,1,1,10,260,EquipmentHead,Stamina,23,116,0,127x5,Epic,None,0,1071,127,0,gas:10,Sports Idol Helmet,,0,0,0,0,0,723,0,0,0,0,0,0,0,0
256,261,Idol Sports Uniform,Idol Sports Uniform,It's like a normal sports uniform. Except it was worn by someone famous so now it's epic.,7700,7700,1,Equipment,10000,0,1,1,10,261,EquipmentBody,Stamina,25,252,0,128x5,Epic,None,0,1071,252,0,gas:10000,Idol Sports Uniform,,0,0,0,0,0,724,0,0,0,0,0,0,0,0
257,262,Idol Sports Pants,Idol Sports Pants,Once worn by a famous athlete. These normal looking sports pants are now epic.,7705,7705,1,Equipment,10,0,1,1,10,262,EquipmentLeg,Stamina,20,92,0,129x7,Epic,None,0,1071,260,0,gas:10,Idol Sports Pants,,0,0,0,0,0,725,0,0,0,0,0,0,0,0
258,263,9Bit Helmet,9Bit Helmet,Does not compute.,7691,7720,1,Equipment,10,0,1,1,10,263,EquipmentHead,Ability,16,197,0,125x3,Epic,None,0,1071,198,0,gas:10,9Bit Helmet,,0,0,0,0,0,722,0,0,0,0,0,0,0,0
259,264,Steel Face Protector,Steel Face Protector,A mask used by steel workers.,7709,7723,1,Equipment,10,0,1,1,10,264,EquipmentHead,Repair,0.5,70,0,158x4,Elite,None,0,1087,461,0,gas:10,Steel Face Protector,,0,0,0,0,0,726,0,0,0,0,0,0,0,0
260,265,Tin Helmet,Tin Helmet,A shiny helmet made from spare parts. Improves shield ops.,7147,7236,1,Equipment,0,10000,1,1,10,265,EquipmentHead,Science,6,140,0,88x5,Unique,None,0,1087,1677,0,mineral:10000,Tin Helmet,,0,0,0,0,0,655,0,0,0,0,0,0,0,0
261,266,Tin Armor,Tin Armor,A Tin armor. Improves shield conductivity.,7150,7608,1,Equipment,10000,0,1,1,10,266,EquipmentBody,Science,7,231,0,92x5,Unique,None,0,1087,1837,0,gas:10000,Tin Armor,,0,0,0,0,0,656,0,0,0,0,0,0,0,0
262,267,Tin Leggings,Tin Leggings,Improves conductivity and shield operations.,7154,7154,1,Equipment,10,0,1,1,10,267,EquipmentLeg,Science,6,383,0,95x5,Unique,None,0,1087,2292,0,gas:10,Tin Leggings,,0,0,0,0,0,657,0,0,0,0,0,0,0,0
263,268,Blue Helmet,Blue Helmet,A Military grade shield operations helmet.,7158,7234,1,Equipment,0,10000,1,1,10,268,EquipmentHead,Science,9,403,0,265x5,Epic,None,0,1087,4283,0,mineral:10000,Blue Helmet,,0,0,0,0,0,658,0,0,0,0,0,0,0,0
264,269,Blue Armor,Blue Armor,A Beautiful Blue Armor. Improves shield conductivity.,7162,7608,1,Equipment,10000,0,1,1,10,269,EquipmentBody,Science,11,1144,0,266x3|153x4,Epic,None,0,1087,5706,0,gas:10000,Blue Armor,,0,0,0,0,0,659,0,0,0,0,0,0,0,0
265,270,Blue Leggings,Blue Leggings,Perfect leggings for shield room staff!,7166,7154,1,Equipment,10,0,1,1,10,270,EquipmentLeg,Science,12,1925,0,267x4|120x8,Epic,None,0,1087,7012,0,gas:10,Blue Leggings,,0,0,0,0,0,660,0,0,0,0,0,0,0,0
266,271,Viking Helmet,Viking Helmet,Worn by space vikings or for cosplay. Quicker to build with hand combat focus.,7186,7233,1,Equipment,0,10000,1,1,10,271,EquipmentHead,Attack,0.3,59,0,78x5,Elite,None,0,1087,526,0,mineral:10000,Viking Helmet,,0,0,0,0,0,664,0,0,0,0,0,0,0,0
267,272,Viking Armor,Viking Armor,A good combat ready armor for hand to hand slapping action.,7190,7606,1,Equipment,10000,0,1,1,10,272,EquipmentBody,Attack,0.4,79,0,79x5,Elite,None,0,1087,630,0,gas:10000,Viking Armor,,0,0,0,0,0,665,0,0,0,0,0,0,0,0
268,273,Viking Leg Armor,Viking Leg Armor,Common leggings used by Space viking warriors.,7194,7194,1,Equipment,10,0,1,1,10,273,EquipmentLeg,Attack,0.4,262,0,80x5,Elite,None,0,1087,627,0,gas:10,Viking Leg Armor,,0,0,0,0,0,666,0,0,0,0,0,0,0,0
269,274,Legion Helmet,Legion Helmet,For elite crews who prefer old fashioned hand to hand combat.,7174,7232,1,Equipment,0,10000,1,1,10,274,EquipmentHead,Attack,0.5,161,0,271x4,Unique,None,0,1087,1074,0,mineral:10000,Legion Helmet,,0,0,0,0,0,661,0,0,0,0,0,0,0,0
270,275,Legion Armor,Legion Armor,Great for parading around! Also boosts your hand to hand combat ability.,7178,7605,1,Equipment,10000,0,1,1,10,275,EquipmentBody,Attack,0.6,138,0,272x4,Unique,None,0,1087,1259,0,gas:10000,Legion Armor,,0,0,0,0,0,662,0,0,0,0,0,0,0,0
271,276,Legion Leg Armor,Legion Leg Armor,Fancy pants for a strong warrior.,7182,7182,1,Equipment,10,0,1,1,10,276,EquipmentLeg,Attack,0.5,103,0,273x4,Unique,None,0,1087,1262,0,gas:10,Legion Leg Armor,,0,0,0,0,0,663,0,0,0,0,0,0,0,0
272,277,Fire Warden Hat,Fire Warden Hat,A nice hat worn by fire wardens.,7551,7603,1,Equipment,0,500,1,1,10,277,EquipmentHead,FireResistance,25,171,0,102x9,Common,None,0,1087,366,0,mineral:500,Fire Warden Hat,,0,0,0,0,0,700,0,0,0,0,0,0,0,0
273,278,Fire Warden's Jacket,Fire Warden's Jacket,Stops fire from burning your body hair.,7555,7607,1,Equipment,10000,0,1,1,10,278,EquipmentBody,FireResistance,30,54,0,102x9,Common,None,0,1087,306,0,gas:10000,Fire Warden's Jacket,,0,0,0,0,0,701,0,0,0,0,0,0,0,0
274,279,Fire Warden Pants,Fire Warden Pants,These pants look real fat. But they do keep the heat away from your privates.,7559,7559,1,Equipment,10,0,1,1,10,279,EquipmentLeg,FireResistance,25,21,0,102x9,Common,None,0,1087,289,0,gas:10,Fire Warden Pants,,0,0,0,0,0,702,0,0,0,0,0,0,0,0
275,280,Fireman Mask,Fireman Mask,Comes with a nice gas mask so you can breathes in smoke.,7634,7882,1,Equipment,0,500,1,1,10,280,EquipmentHead,FireResistance,45,521,0,277x4,Elite,None,0,1087,1001,0,mineral:500,Fireman Mask,,0,0,0,0,0,712,0,0,0,0,0,0,0,0
276,281,Flashy Mask,Flashy Mask,Part of a red costume set.,7198,7231,1,Equipment,10,0,1,1,10,161,EquipmentHead,Stamina,13,48,0,,Unique,None,0,1087,48,0,gas:10,Flashy Mask,,0,0,0,0,0,667,0,0,0,0,0,0,0,0
277,282,Flashy Uniform,Flashy Uniform,Part of a nice red costume set.,7202,7604,1,Equipment,10000,0,1,1,10,128,EquipmentBody,Stamina,15,48,0,,Unique,None,0,1087,47,0,gas:10000,Flashy Uniform,,0,0,0,0,0,668,0,0,0,0,0,0,0,0
278,283,Flashy Pants,Flashy Pants,More flexible than normal pants. A must for aspiring athletes.,7206,7604,1,Equipment,10,0,1,1,10,129,EquipmentLeg,Stamina,10,0,0,,Unique,None,0,1087,0,0,gas:10,Flashy Pants,,0,0,0,0,0,669,0,0,0,0,0,0,0,0
279,284,Combat Fire Warden Helmet,Combat Fire Warden Helmet,High tech fire retardant technology.,7853,7883,1,Equipment,0,500,1,1,10,277,EquipmentHead,FireResistance,55,1044,0,280x4,Unique,None,0,1087,2495,0,mineral:500,Combat Fire Warden Helmet,,0,0,0,0,0,744,0,0,0,0,0,0,0,0
280,285,Crowbar,Crowbar,A humble crowbar. Good for breaking crates and killing crabs.,7851,7852,1,Equipment,10,0,1,1,10,162,EquipmentWeapon,Attack,0.2,17,0,103x8,Common,None,0,1087,256,0,gas:10,Crowbar,,0,0,0,0,0,0,168,0,0,1821,0,0,0,0
281,286,4 Leaf Clover,4 Leaf Clover,Brings something lucky.,4312,4312,1,Equipment,0,10000,1,0,0,132,InstantPrize,None,7,1253,0,,Epic,None,0,638,1253,0,mineral:10000,4 Leaf Clover,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,287,Wildling Rockets,Wildling Rockets,Small rocket arrays with homing capability.,7735,7735,1,Missile,20,0,4,1,120,287,None,None,0,0,0,,Common,None,0,0,0,0,gas:20,Wildling Rockets,,0,0,0,0,57,0,0,0,0,0,0,0,0,0
283,288,Zaki Airs,Zaki Airs,Limited Edition Zakis.. cause you know.. Everything is better limited.,8023,8027,1,Equipment,10,0,1,1,10,288,EquipmentLeg,Attack,0.5,423,0,,Special,None,0,1025,429,0,gas:10,Zaki Airs,,0,0,0,0,0,769,0,0,0,0,0,0,0,0
284,289,Undefined Prize,UndefinedPrize,Nobody knows what it is... (yet),8028,8028,1,Equipment,10,0,1,0,10,289,Artifact,None,0,0,0,,Epic,None,0,0,0,0,gas:10,Undefined Prize,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,290,Raven Swarm,Raven Swarm,A Raven Swarm from an old raven fleet.,8031,8033,1,Equipment,10,0,1,1,10,236,EquipmentAccessory,Attack,0.6,1330,0,,Special,None,0,1025,1322,0,gas:10,Raven Swarm,,0,0,0,0,0,0,0,1243,0,0,0,0,0,0
286,291,Block Hat,Block Hat,Worn by block fans.,8177,8177,1,Equipment,0,500,1,1,10,156,EquipmentHead,Weapon,5,60,0,102x8,Common,None,0,1087,278,0,mineral:500,Block Hat,,0,0,0,0,0,795,0,0,0,0,0,0,0,0
287,292,Head Lice,Head Lice,A ugly lice to cover your beautiful head with. Takes some head damage for you.,8173,8208,1,Equipment,0,1000000,1,1,10,292,EquipmentHead,Hp,1,38,0,,Unique,None,0,1087,38,0,mineral:1000000,Head Lice,,0,0,0,0,0,794,0,0,0,0,0,0,0,0
288,293,ICBM,ICBM,Large rocket with nuclear warhead.,8169,8169,1,Missile,20,0,5,1,120,293,None,None,0,0,0,,Common,None,0,0,0,0,gas:20,ICBM,,0,0,0,0,59,0,0,0,0,0,0,0,0,0
289,294,Super Lazer,Super Lazer,A Super Powerful Lazer.,8168,8168,1,Missile,20,0,6,1,120,294,None,None,0,0,0,,Common,None,0,0,0,0,gas:20,Super Lazer,,0,0,0,0,60,0,0,0,0,0,0,0,0,0
290,295,Scatter Rockets,Scatter Rockets,Small rocket arrays with homing capability.,7735,7735,1,Missile,20,0,4,1,120,287,None,None,0,0,0,,Common,None,0,0,0,0,gas:20,Scatter Rockets,,0,63,0,0,57,0,0,0,0,0,0,0,0,0
291,296,Small Protein Shake,Small Protein Shake,Chance for HP and strength bonus.,8242,8242,1,Equipment,0,0,1,0,0,296,InstantTraining,None,0,3,0,,Common,None,0,3199,3,1,,Small Protein Shake,,0,0,0,0,0,0,0,0,0,0,0,99,0,0
292,297,Regular Protein Shake,Regular Protein Shake,Chance for HP and strength bonus.,8243,8243,1,Equipment,0,0,1,0,0,296,InstantTraining,None,0,5,0,,Elite,None,0,3199,5,1,,Regular Protein Shake,,0,0,0,0,0,0,0,0,0,0,0,100,0,0
293,298,Large Protein Shake,Large Protein Shake,Chance for HP and strength bonus.,8244,8244,1,Equipment,0,0,1,0,0,296,InstantTraining,None,0,21,0,,Unique,None,0,3199,21,1,,Large Protein Shake,,0,0,0,0,0,0,0,0,0,0,0,101,0,0
294,299,Super Protein Shake,Super Protein Shake,Chance for HP and strength bonus.,8245,8245,1,Equipment,0,0,1,0,0,296,InstantTraining,None,0,62,0,,Epic,None,0,3191,62,1,,Super Protein Shake,,0,0,0,0,0,0,0,0,0,0,0,102,0,0
295,300,HGH,HGH,Chance for HP and strength bonus.,8246,8246,1,Equipment,0,0,1,0,0,296,InstantTraining,None,0,321,0,,Hero,None,0,3191,316,1,,HGH,,0,0,0,0,0,0,0,0,0,0,0,103,0,0
296,301,Enhanced HGH,Enhanced HGH,Chance for HP and strength bonus.,8247,8247,1,Equipment,0,0,1,0,0,296,InstantTraining,None,0,789,0,,Special,None,0,3191,790,1,,Enhanced HGH,,0,0,0,0,0,0,0,0,0,0,0,104,0,0
297,302,Prototype HGH,Prototype HGH,Chance for HP and strength bonus.,8248,8248,1,Equipment,0,0,1,0,0,296,InstantTraining,None,0,5849,0,,Legendary,None,0,3191,5733,1,,Prototype HGH,,0,0,0,0,0,0,0,0,0,0,0,105,0,0
298,303,Daft Kittus Helmet,Daft Kittus Helmet,Helmet worn by evil cats. Changes the wearer's voice to sound more intimidating.,8195,8207,1,Equipment,0,500,1,1,10,303,EquipmentHead,Attack,0.6,226,0,,Epic,None,0,1071,226,0,mineral:500,Daft Kittus Helmet,,0,0,0,0,0,796,0,0,0,0,0,0,0,0
299,304,Daft Kittus Armor,Daft Kittus Armor,Armor that releases an evil kitty aura. Has temperature control features to soothe burns.,8199,8207,1,Equipment,0,500,1,1,10,304,EquipmentBody,Attack,0.6,180,0,,Epic,None,0,1071,179,0,mineral:500,Daft Kittus Armor,,0,0,0,0,0,797,0,0,0,0,0,0,0,0
300,305,Daft Kittus Pants,Daft Kittus Pants,Gear loved by evil cats.,8203,8207,1,Equipment,0,500,1,1,10,304,EquipmentLeg,Attack,0.5,127,0,,Epic,None,0,1071,128,0,mineral:500,Daft Kittus Pants,,0,0,0,0,0,798,0,0,0,0,0,0,0,0
301,306,Weak Growth Supplement,Weak Growth Supplement,Reduces prestige time by 15 minutes.,9432,9432,1,Equipment,0,0,1,0,0,306,ReducePrestige,None,900,142,0,,Common,None,0,3199,142,1,,Weak Growth Supplement,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,307,Espresso Shot,Espresso Shot,Restores crew fatigue. Contains 212 mg of caffeine.,9431,9431,1,Equipment,0,0,1,0,0,307,ReduceFatigue,None,500,69,0,741x2|742x2,Common,None,0,1151,68,1,,Espresso Shot,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,308,Qbot,QBot,A hovering drone for autopilot assistance.,7548,6751,1,Equipment,10,0,1,1,10,308,EquipmentAccessory,Pilot,7,77,0,102x2|104x2|105x5,Unique,None,0,1071,224,0,gas:10,QBot,,0,0,0,0,0,424,0,1254,0,0,0,0,0,0
304,309,Steampunk Helmet,Steampunk Helmet,A rare helmet popular amongst steampunk repair crew.,7897,7908,1,Equipment,0,500,1,1,10,309,EquipmentHead,Repair,0.8,402,0,,Epic,None,0,1025,399,0,mineral:500,Steampunk Helmet,,0,0,0,0,0,754,0,0,0,0,0,0,0,0
305,310,Steampunk Armor,Steampunk Armor,Rare armor often worn by Steampunk repair crew.,7900,7909,1,Equipment,0,500,1,1,10,310,EquipmentBody,Repair,0.8,444,0,,Epic,None,0,1025,442,0,mineral:500,Steampunk Armor,,0,0,0,0,0,755,0,0,0,0,0,0,0,0
306,311,Steampunk Pants,Steampunk Pants,Rare steampunk gear worn by Steampunk repair crew.,7904,7909,1,Equipment,0,500,1,1,10,311,EquipmentLeg,Repair,0.7,352,0,,Epic,None,0,1025,351,0,mineral:500,Steampunk Pants,,0,0,0,0,0,756,0,0,0,0,0,0,0,0
307,312,Steampunk Rifle,Steampunk Rifle,A rifle with very high repair ability popular amongst Steampunk Crew.,7917,7910,1,Equipment,10,0,1,1,10,312,EquipmentWeapon,Repair,0.8,885,0,,Epic,None,0,1025,887,0,gas:10,Steampunk Rifle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,313,Flintlock Phaser,Flintlock Phaser,A retro phaser design preferred by distinguished Pirate Captains.,8785,8785,1,Equipment,10,0,1,1,10,122,EquipmentWeapon,Attack,0.1,17,0,,Common,None,0,1087,17,0,gas:10,Flintlock Phaser,,6,0,0,0,0,0,0,0,0,0,0,0,0,0
309,314,Stolen Helmet,Stolen Helmet,Stolen from federation vault. Contact mail@savysoda.com.,8875,8191,1,Equipment,0,500,1,1,10,78,EquipmentHead,Attack,0.1,100,0,,Common,None,0,0,100,0,mineral:500,Stolen Helmet,,0,0,0,0,0,912,0,0,0,0,0,0,0,0
310,315,Stolen Rifle,Stolen Rifle,Stolen from federation vault. Contact mail@savysoda.com.,8879,8879,1,Equipment,10,0,1,1,10,315,EquipmentWeapon,Attack,0.1,99,0,,Common,None,0,0,99,0,gas:10,Stolen Rifle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,316,Stolen Knife,Stolen Knife,Stolen from federation vault. Contact mail@savysoda.com.,8880,8880,1,Equipment,10,0,1,1,10,316,EquipmentWeapon,Attack,0.1,140,0,,Common,None,0,0,140,0,gas:10,Stolen Knife,,0,0,0,0,0,0,168,0,0,1821,0,0,0,0
